"model","test_corpus","test_log_loss","log_loss_lo","log_loss_hi","test_auc","auc_lo","auc_hi","n","B"
"languageR_spoken_shared_core_to_bnc2014","BNC2014",0.307962323123653,0.276944041283052,0.337277267917407,0.905933889140178,0.889590509024828,0.921611217237225,1621,2000
"bnc2014_native_core_holdout","BNC2014",0.202321037757905,0.153824251952534,0.254479629023063,0.959732824427481,0.937878795785262,0.979133897675995,322,2000
