"model","origin","family","train_rows","test_rows","np_rate","mean_prediction","test_log_loss","test_brier","test_accuracy","test_auc","resampling"
"source_marginal","languageR_spoken_shared","marginal",1564,1621,0.819247378161629,0.811381074168798,0.472737175557895,0.148142990275434,0.819247378161629,0.5,"fixed source-trained model scored on BNC2014 full-core complete rows"
"native_oof_marginal","BNC2014","marginal",NA,1621,0.819247378161629,0.81924671910823,0.47298438070456,0.148209000017126,0.819247378161629,0.5,"5 x 10-fold OOF; AUC averaged within fold, log loss pooled per repeat"
"source_verb_only","languageR_spoken_shared","verb_only",1564,1621,0.819247378161629,0.760003427824389,0.455819069910933,0.142396766795505,0.835903763109192,0.64554463588141,"fixed source-trained model scored on BNC2014 full-core complete rows"
"native_oof_verb_only","BNC2014","verb_only",NA,1621,0.819247378161629,0.819232619785784,0.439172348386792,0.135012789301198,0.835903763109192,0.624639993526583,"5 x 10-fold OOF; AUC averaged within fold, log loss pooled per repeat"
"source_nonverb","languageR_spoken_shared","nonverb",1564,1621,0.819247378161629,0.820816508055378,0.296043804697554,0.0938897644467762,0.835903763109192,0.899122085612073,"fixed source-trained model scored on BNC2014 full-core complete rows"
"native_oof_nonverb","BNC2014","nonverb",NA,1621,0.819247378161629,0.819096576343605,0.234461150603916,0.067514318109389,0.916718075262184,0.92813259189404,"5 x 10-fold OOF; AUC averaged within fold, log loss pooled per repeat"
"source_full_core","languageR_spoken_shared","full_core",1564,1621,0.819247378161629,0.787809025055263,0.307962323123653,0.097294131776584,0.858729179518816,0.905933889140178,"fixed source-trained model scored on BNC2014 full-core complete rows"
"native_oof_full_core","BNC2014","full_core",NA,1621,0.819247378161629,0.819055693358842,0.227031301740094,0.0672053561759912,0.916101172115978,0.938748994072884,"5 x 10-fold OOF; AUC averaged within fold, log loss pooled per repeat"
"source_plus_rec_def_proxy","languageR_spoken_shared","plus_rec_def_proxy",1564,1621,0.819247378161629,0.732959719291064,0.346730089234019,0.107731968676889,0.83466995681678,0.90471827583371,"fixed source-trained model scored on BNC2014 full-core complete rows"
