"model","term","estimate","std_error","z_value","p_value"
"fake_null_hierarchical","SemanticClasst",0.0410301039162675,0.114277379844046,0.359039592719586,0.719565470562985
"fake_null_hierarchical","LengthOfRecipient",0.0290240847745076,0.0306012836182164,0.948459716154849,0.342895471318499
"fake_null_hierarchical","AnimacyOfRecinanimate",-0.0788260527717062,0.178049115828851,-0.442720832421753,0.657967672199474
"fake_null_hierarchical","DefinOfRecindefinite",0.104657167072994,0.157318003047474,0.665258680161429,0.505885054078369
"fake_null_hierarchical","PronomOfRecpronominal",-0.0507431310256148,0.154990149930502,-0.32739584449959,0.743368509049103
"fake_null_hierarchical","LengthOfTheme",0.00298834028359487,0.0113290859843151,0.263775938123531,0.791952576700062
"fake_null_hierarchical","AnimacyOfThemeinanimate",0.201273801856856,0.29678256976807,0.678186060637415,0.497653729605058
"fake_null_hierarchical","DefinOfThemeindefinite",0.102965815912864,0.123273821286663,0.835261005444341,0.403570767780616
"fake_null_hierarchical","PronomOfThemepronominal",-0.209689624436465,0.172632202340789,-1.21466112111877,0.224495366749907
"fake_null_hierarchical","AccessOfRecgiven",0.169560063884328,0.167924506545145,1.009739837102,0.312619951034238
"fake_null_hierarchical","AccessOfRecnew",0.312204514399373,0.193400764981757,1.61428789813124,0.106464993846695
"fake_null_hierarchical","AccessOfThemegiven",0.0929442974383228,0.183364393370659,0.506883019815315,0.612236900538431
"fake_null_hierarchical","AccessOfThemenew",-0.145366920134973,0.108703260776913,-1.33728205663768,0.181130585771284
"fake_verb_hierarchical","(Intercept)",0.76643866027632,0.384698227419993,1.99231139019406,0.0463369027380652
"fake_verb_hierarchical","Modalitywritten",-0.119397551296128,0.132613533688675,-0.900342129306556,0.367938207601468
"fake_verb_hierarchical","SemanticClassc",-0.302626710090975,0.182081012077478,-1.66204431004702,0.0965038903990547
"fake_verb_hierarchical","SemanticClassf",0.0762767383587097,0.399299224643793,0.191026512577766,0.848504821594453
"fake_verb_hierarchical","SemanticClassp",0.524267104021393,0.537849288494793,0.97474722982081,0.329685658885916
