"source","repository","commit","file","md5","cleaned_zip_md5","licence","licence_commit_date","permission_email_date"
"DAIS item-level generated pairs with behavioral means","https://github.com/taka-yamakoshi/neural_constructions","16ef145b71d1f6e6d755ad0f5ff822327639af0a","DAIS/data/generated_pairs_with_results.csv","46af310f1633b8784f897e4482faed84","e7b3ac6f2dd8e85bc93e6e20fc0f6ec1","CC BY 4.0","2026-06-24","2026-06-25"
